method,dataset,category,target_idx,cos_orig_adv,cos_q_orig,cos_q_adv,query_sim_delta
unique_words,ragroll,blender,7,0.98033774,0.6628685,0.6634921,0.0006235838
unique_words,ragroll,blender,6,0.96690387,0.63258624,0.6372076,0.0046213865
unique_words,ragroll,beard trimmer,3,0.9389595,0.66477,0.6513444,-0.013425589
unique_words,ragroll,blender,8,0.9733463,0.6677807,0.67860806,0.010827363
unique_words,ragroll,blender,5,0.9586836,0.6514977,0.61718035,-0.034317374
unique_words,ragroll,barbecue grill,5,0.9822703,0.5952153,0.5973444,0.002129078
unique_words,ragroll,beard trimmer,8,0.9909644,0.5923507,0.58887565,-0.00347507
unique_words,ragroll,automatic garden watering system,2,0.9713205,0.7041793,0.69621587,-0.007963419
unique_words,ragroll,coffee maker,1,0.93808645,0.57504654,0.5335018,-0.041544735
unique_words,ragroll,blender,3,0.98494303,0.6712358,0.675675,0.004439175
unique_words,ragroll,coffee maker,4,0.96136093,0.641318,0.62188697,-0.019431055
unique_words,ragroll,coffee maker,5,0.9570913,0.61856294,0.61095846,-0.00760448
unique_words,ragroll,coffee maker,6,0.9740677,0.5746374,0.55802757,-0.016609848
unique_words,ragroll,coffee maker,2,0.9838631,0.56729907,0.56236583,-0.004933238
unique_words,ragroll,coffee maker,7,0.9085322,0.55986995,0.54027116,-0.019598782
unique_words,ragroll,coffee maker,8,0.97175795,0.6091072,0.5838054,-0.025301814
unique_words,ragroll,coffee maker,3,0.97763515,0.6267079,0.63675725,0.010049343
unique_words,ragroll,computer monitor,1,0.9844935,0.6273913,0.60637856,-0.021012723
unique_words,ragroll,blender,4,0.97411644,0.66822803,0.68192023,0.0136922
unique_words,ragroll,computer monitor,3,0.9851656,0.6421044,0.6345248,-0.007579565
unique_words,ragroll,computer monitor,5,0.99609244,0.6487788,0.6521023,0.0033234954
unique_words,ragroll,computer monitor,6,0.9858946,0.6449985,0.62985885,-0.015139639
unique_words,ragroll,computer monitor,2,0.96964204,0.6467369,0.6423455,-0.004391432
unique_words,ragroll,computer monitor,7,0.9952879,0.64608175,0.6434781,-0.00260365
unique_words,ragroll,computer monitor,8,0.9885112,0.65006405,0.64618033,-0.0038837194
unique_words,ragroll,computer power supply,4,0.9865534,0.6298264,0.6315905,0.0017640591
unique_words,ragroll,computer power supply,1,0.9839363,0.6330754,0.6460327,0.012957275
unique_words,ragroll,computer power supply,2,0.9868373,0.6394489,0.65675306,0.017304182
unique_words,ragroll,computer power supply,6,0.9857309,0.6413485,0.6584619,0.017113447
unique_words,ragroll,computer power supply,7,0.9777696,0.6223881,0.61766934,-0.0047187805
unique_words,ragroll,computer power supply,8,0.96406,0.63410753,0.68014973,0.046042204
unique_words,ragroll,computer power supply,3,0.960008,0.6493062,0.6791492,0.029843032
unique_words,ragroll,cordless drill,4,0.9949152,0.6586071,0.66437685,0.0057697296
unique_words,ragroll,cordless drill,2,0.985593,0.7125816,0.70401144,-0.008570135
unique_words,ragroll,computer power supply,5,0.9813456,0.6105771,0.6174785,0.0069013834
unique_words,ragroll,computer monitor,4,0.9657837,0.6539503,0.6270376,-0.02691269
unique_words,ragroll,cordless drill,7,0.979783,0.63912356,0.65337825,0.014254689
unique_words,ragroll,cordless drill,5,0.982626,0.6215903,0.6258663,0.0042759776
unique_words,ragroll,curling iron,1,0.9791062,0.6553246,0.6574956,0.0021710396
unique_words,ragroll,curling iron,2,0.9901078,0.5910971,0.5991444,0.008047283
unique_words,ragroll,cordless drill,6,0.9880768,0.6818122,0.6707369,-0.011075318
unique_words,ragroll,curling iron,3,0.9580742,0.58410025,0.5863679,0.0022676587
unique_words,ragroll,cordless drill,1,0.98402965,0.7290989,0.7326789,0.0035799742
unique_words,ragroll,curling iron,6,0.99003655,0.67865115,0.6683581,-0.0102930665
unique_words,ragroll,curling iron,5,0.9802912,0.6814911,0.68149245,1.3709068e-06
unique_words,ragroll,dishwasher,1,0.98424435,0.692395,0.6987597,0.006364703
unique_words,ragroll,dishwasher,2,0.9902274,0.68319905,0.67790437,-0.0052946806
unique_words,ragroll,dishwasher,4,0.93263984,0.65856177,0.6622151,0.0036533475
unique_words,ragroll,dishwasher,7,0.9957322,0.69761324,0.69844615,0.0008329153
unique_words,ragroll,dishwasher,5,0.9581028,0.6802746,0.681489,0.001214385
unique_words,ragroll,dishwasher,8,0.9765735,0.6908427,0.67800033,-0.012842357
unique_words,ragroll,cordless drill,3,0.995005,0.5954867,0.59307426,-0.0024124384
unique_words,ragroll,electric sander,1,0.9766532,0.66359115,0.6722487,0.008657575
unique_words,ragroll,electric sander,2,0.98318064,0.70986855,0.692602,-0.017266572
unique_words,ragroll,electric sander,3,0.98350835,0.66861,0.6699798,0.001369834
unique_words,ragroll,curling iron,4,0.99081105,0.68523395,0.6885942,0.0033602715
unique_words,ragroll,curling iron,7,0.98762786,0.58460766,0.5900712,0.0054635406
unique_words,ragroll,cordless drill,8,0.97926885,0.6863827,0.6823633,-0.004019439
unique_words,ragroll,dishwasher,6,0.9442043,0.6913255,0.6618548,-0.029470682
unique_words,ragroll,electric sander,4,0.9872415,0.6824695,0.6748029,-0.007666588
unique_words,ragroll,electric sander,6,0.9908466,0.6958282,0.6972991,0.0014709234
unique_words,ragroll,electric sander,7,0.9808775,0.73678243,0.7417836,0.0050011873
unique_words,ragroll,electric toothbrush,1,0.9754987,0.65047276,0.6498828,-0.0005899668
unique_words,ragroll,electric sander,5,0.98303026,0.70065963,0.71164095,0.010981321
unique_words,ragroll,electric toothbrush,2,0.95437896,0.62106466,0.65605223,0.03498757
unique_words,ragroll,electric toothbrush,6,0.976581,0.60542786,0.63795155,0.03252369
unique_words,ragroll,dishwasher,3,0.97690916,0.6555459,0.65539134,-0.00015455484
unique_words,ragroll,electric toothbrush,3,0.9697774,0.6262047,0.6370945,0.010889769
unique_words,ragroll,electric toothbrush,7,0.96146095,0.68725824,0.69894385,0.01168561
unique_words,ragroll,electric toothbrush,4,0.9838229,0.6317537,0.6110594,-0.020694256
unique_words,ragroll,electric toothbrush,8,0.968084,0.6488647,0.64327365,-0.005591035
unique_words,ragroll,eyeshadow,3,0.96266735,0.6891321,0.6917942,0.0026621222
unique_words,ragroll,eyeshadow,4,0.9847988,0.6246909,0.5953213,-0.029369593
unique_words,ragroll,eyeshadow,1,0.9717953,0.6468404,0.6551467,0.0083063245
unique_words,ragroll,eyeshadow,7,0.9909246,0.6336207,0.6306974,-0.0029232502
unique_words,ragroll,fascia gun,1,0.9714517,0.49575862,0.48872882,-0.0070298016
unique_words,ragroll,eyeshadow,8,0.9756344,0.7105126,0.69883794,-0.011674643
unique_words,ragroll,eyeshadow,5,0.97278225,0.66039383,0.622666,-0.037727833
unique_words,ragroll,fascia gun,4,0.97377384,0.5133953,0.5120637,-0.0013316274
unique_words,ragroll,eyeshadow,2,0.96332777,0.71108866,0.6968324,-0.014256239
unique_words,ragroll,fascia gun,2,0.983873,0.58742535,0.5864831,-0.0009422302
unique_words,ragroll,fascia gun,5,0.9750341,0.48952293,0.47825325,-0.011269689
unique_words,ragroll,curling iron,8,0.95148087,0.68587106,0.67844284,-0.007428229
unique_words,ragroll,fascia gun,3,0.9800792,0.5348574,0.53265977,-0.0021976233
unique_words,ragroll,fascia gun,6,0.97050965,0.5752734,0.57443416,-0.0008392334
unique_words,ragroll,electric sander,8,0.9712459,0.58140194,0.58630544,0.0049034953
unique_words,ragroll,hair dryer,2,0.9565795,0.6995248,0.69338584,-0.0061389804
unique_words,ragroll,hair dryer,4,0.9653859,0.6300474,0.6339607,0.003913343
unique_words,ragroll,hair dryer,8,0.9828583,0.7021565,0.7015343,-0.0006222129
unique_words,ragroll,fascia gun,7,0.96874416,0.4859961,0.47081792,-0.015178174
unique_words,ragroll,fascia gun,8,0.98393655,0.51030725,0.49751377,-0.012793481
unique_words,ragroll,eyeshadow,6,0.98058593,0.69753814,0.6981399,0.0006017685
unique_words,ragroll,hair dryer,1,0.9919811,0.66694987,0.68248475,0.015534878
unique_words,ragroll,hair dryer,3,0.9877553,0.70023036,0.69910365,-0.0011267066
unique_words,ragroll,hair straightener,3,0.9905145,0.5371835,0.5212642,-0.015919328
unique_words,ragroll,hair straightener,7,0.97108424,0.62387395,0.6357479,0.0118739605
unique_words,ragroll,hair dryer,6,0.97604614,0.67058194,0.7034687,0.032886744
unique_words,ragroll,hair straightener,2,0.9665377,0.5900179,0.6129842,0.022966266
unique_words,ragroll,hair straightener,6,0.9726785,0.5767194,0.5789034,0.0021839738
unique_words,ragroll,hair straightener,5,0.99194086,0.61201125,0.6195779,0.007566631
unique_words,ragroll,hair straightener,4,0.9880473,0.61628425,0.6187291,0.0024448633
unique_words,ragroll,hair straightener,8,0.96548307,0.58777213,0.6048182,0.017046094
unique_words,ragroll,hammock,1,0.971756,0.6605208,0.65965086,-0.0008699298
unique_words,ragroll,hammock,4,0.98977995,0.6802858,0.67752016,-0.0027656555
unique_words,ragroll,hair straightener,1,0.97615665,0.5576713,0.55870885,0.001037538
unique_words,ragroll,hammock,5,0.93671286,0.65317667,0.66094124,0.007764578
unique_words,ragroll,hammock,6,0.9765534,0.6785831,0.670805,-0.007778108
unique_words,ragroll,hammock,3,0.97325057,0.7119051,0.7050243,-0.00688082
unique_words,ragroll,hammock,2,0.9861155,0.6843885,0.6900104,0.00562191
unique_words,ragroll,hammock,8,0.95720893,0.67052865,0.65302503,-0.01750362
unique_words,ragroll,hair dryer,5,0.9698436,0.65549624,0.64849406,-0.007002175
unique_words,ragroll,hedge trimmer,4,0.961841,0.72161365,0.7303845,0.008770883
unique_words,ragroll,hammock,7,0.9700631,0.66196316,0.6863923,0.024429142
unique_words,ragroll,hair dryer,7,0.94472873,0.6467688,0.650752,0.0039831996
unique_words,ragroll,hedge trimmer,1,0.9914526,0.73089945,0.7334912,0.0025917292
unique_words,ragroll,hedge trimmer,7,0.9814476,0.74795747,0.7415416,-0.006415844
unique_words,ragroll,laptop,2,0.9873865,0.60355943,0.6097629,0.0062034726
unique_words,ragroll,hedge trimmer,8,0.98714197,0.7434536,0.7438195,0.0003658533
unique_words,ragroll,laptop,4,0.9940361,0.6302517,0.6334855,0.0032337904
unique_words,ragroll,hedge trimmer,2,0.97623086,0.7037548,0.7125705,0.008815706
unique_words,ragroll,laptop,1,0.98429996,0.6115911,0.58578515,-0.02580595
unique_words,ragroll,hedge trimmer,3,0.9803885,0.6956227,0.707721,0.012098312
unique_words,ragroll,laptop,7,0.96820766,0.613231,0.61919355,0.0059625506
unique_words,ragroll,laptop,6,0.975874,0.65013266,0.65304554,0.002912879
unique_words,ragroll,laser measure,1,0.96406996,0.74707,0.72454417,-0.022525847
unique_words,ragroll,laser measure,5,0.9810935,0.6931317,0.68322706,-0.009904623
unique_words,ragroll,laser measure,4,0.98320997,0.6842707,0.6736653,-0.010605395
unique_words,ragroll,laptop,5,0.9825661,0.5785918,0.5769708,-0.0016210079
unique_words,ragroll,laptop,3,0.9808435,0.560554,0.5613731,0.000819087
unique_words,ragroll,laser measure,6,0.98347765,0.61390275,0.63153154,0.017628789
unique_words,ragroll,laser measure,2,0.9815166,0.70117027,0.70440936,0.0032390952
unique_words,ragroll,laser measure,7,0.971965,0.72769856,0.7085316,-0.019166946
unique_words,ragroll,lawn mower,3,0.9894134,0.59221435,0.59172904,-0.00048530102
unique_words,ragroll,laser measure,8,0.9195504,0.6377159,0.6240084,-0.013707459
unique_words,ragroll,laptop,8,0.9831877,0.5891806,0.59303635,0.0038557649
unique_words,ragroll,lawn mower,2,0.9703269,0.61910224,0.62651896,0.007416725
unique_words,ragroll,lawn mower,1,0.9928566,0.6390457,0.6413584,0.0023126602
unique_words,ragroll,hedge trimmer,6,0.9907367,0.709103,0.7130537,0.003950715
unique_words,ragroll,lawn mower,5,0.9691528,0.6013783,0.58834314,-0.013035178
unique_words,ragroll,lawn mower,6,0.9888711,0.606328,0.6032867,-0.003041327
unique_words,ragroll,lawn mower,4,0.99281025,0.6416479,0.6403305,-0.0013173819
unique_words,ragroll,lawn mower,7,0.98011935,0.57511395,0.5787942,0.0036802292
unique_words,ragroll,laser measure,3,0.9623258,0.65297663,0.65566254,0.0026859045
unique_words,ragroll,leaf blower,5,0.9826091,0.6263319,0.6285447,0.0022127628
unique_words,ragroll,leaf blower,2,0.96264994,0.6552957,0.6642164,0.00892067
unique_words,ragroll,hedge trimmer,5,0.97847736,0.7071844,0.71876824,0.011583865
unique_words,ragroll,leaf blower,6,0.96153593,0.65057766,0.66473407,0.014156401
unique_words,ragroll,leaf blower,1,0.97922724,0.59887534,0.6169133,0.018037975
unique_words,ragroll,electric toothbrush,5,0.9495184,0.7227255,0.75107884,0.028353333
unique_words,ragroll,leaf blower,7,0.99087703,0.5994524,0.59519035,-0.00426203
unique_words,ragroll,lipstick,4,0.9604122,0.7013072,0.69853354,-0.0027736425
unique_words,ragroll,leaf blower,3,0.9708522,0.5872972,0.58499455,-0.0023026466
unique_words,ragroll,lipstick,1,0.9610764,0.6752459,0.67929614,0.004050255
unique_words,ragroll,leaf blower,8,0.9908569,0.6136646,0.61585194,0.0021873116
unique_words,ragroll,lawn mower,8,0.9756712,0.63985264,0.6619637,0.022111058
unique_words,ragroll,lipstick,8,0.9749129,0.5732374,0.56146634,-0.011771083
unique_words,ragroll,lipstick,3,0.9701225,0.66139567,0.6700562,0.008660555
unique_words,ragroll,lipstick,5,0.96639013,0.68377125,0.6595251,-0.024246156
unique_words,ragroll,lipstick,6,0.97352433,0.72121364,0.713599,-0.0076146126
unique_words,ragroll,microwave oven,1,0.9889459,0.6871742,0.6842881,-0.0028861165
unique_words,ragroll,microwave oven,4,0.99078965,0.68618244,0.68709934,0.00091689825
unique_words,ragroll,lipstick,2,0.9636544,0.65137887,0.60805917,-0.043319702
unique_words,ragroll,microwave oven,3,0.9582533,0.677865,0.6848609,0.0069958568
unique_words,ragroll,microwave oven,6,0.978251,0.6729803,0.68672806,0.013747752
unique_words,ragroll,microwave oven,8,0.94825226,0.6626784,0.6690198,0.0063413978
unique_words,ragroll,microwave oven,7,0.98618215,0.6292525,0.6382715,0.009019017
unique_words,ragroll,leaf blower,4,0.98992383,0.6450801,0.65474,0.009659886
unique_words,ragroll,lipstick,7,0.9657621,0.6413502,0.6484943,0.0071440935
unique_words,ragroll,microwave oven,2,0.9946106,0.65274596,0.65466774,0.001921773
unique_words,ragroll,network attached storage,2,0.9952553,0.6002155,0.6032462,0.0030307174
unique_words,ragroll,microwave oven,5,0.98316395,0.6441396,0.64828855,0.00414896
unique_words,ragroll,noise-canceling headphone,1,0.9774871,0.6061872,0.64512664,0.038939416
unique_words,ragroll,noise-canceling headphone,3,0.96163046,0.55676484,0.59370524,0.036940396
unique_words,ragroll,network attached storage,5,0.9857198,0.6425632,0.65122235,0.008659124
unique_words,ragroll,network attached storage,3,0.9805639,0.6195834,0.62161386,0.0020304322
unique_words,ragroll,network attached storage,8,0.9858793,0.58571744,0.59470093,0.008983493
unique_words,ragroll,network attached storage,6,0.98646754,0.62184906,0.62276584,0.00091677904
unique_words,ragroll,network attached storage,4,0.956972,0.6496625,0.6458508,-0.003811717
unique_words,ragroll,network attached storage,1,0.974072,0.63547426,0.64079034,0.0053160787
unique_words,ragroll,noise-canceling headphone,6,0.97457993,0.64264727,0.64251846,-0.00012880564
unique_words,ragroll,noise-canceling headphone,2,0.9319204,0.6020552,0.6111381,0.009082913
unique_words,ragroll,noise-canceling headphone,5,0.95581615,0.5512693,0.6038557,0.052586436
unique_words,ragroll,network attached storage,7,0.9735813,0.6555309,0.6998414,0.04431045
unique_words,ragroll,paint sprayer,4,0.98286235,0.6182358,0.62060994,0.0023741126
unique_words,ragroll,paint sprayer,5,0.98251367,0.50147593,0.49644804,-0.00502789
unique_words,ragroll,paint sprayer,3,0.9655432,0.6382108,0.6150829,-0.023127854
unique_words,ragroll,paint sprayer,6,0.963614,0.64945894,0.63036853,-0.019090414
unique_words,ragroll,noise-canceling headphone,7,0.9703846,0.6601461,0.64864635,-0.011499763
unique_words,ragroll,paint sprayer,7,0.98801994,0.57496846,0.5779788,0.0030103326
unique_words,ragroll,paint sprayer,2,0.98283595,0.57904005,0.5765017,-0.0025383234
unique_words,ragroll,pool cleaner,3,0.9422047,0.64587724,0.6411547,-0.0047225356
unique_words,ragroll,pool cleaner,2,0.96512294,0.64982235,0.6303786,-0.01944375
unique_words,ragroll,pool cleaner,6,0.98866326,0.6958579,0.69272006,-0.003137827
unique_words,ragroll,pool cleaner,8,0.8894387,0.62835014,0.5858216,-0.04252851
unique_words,ragroll,pool cleaner,1,0.96516657,0.65770245,0.6458785,-0.011823952
unique_words,ragroll,pool cleaner,7,0.9428036,0.52279955,0.5143306,-0.008468926
unique_words,ragroll,portable air conditioner,1,0.9665357,0.72115,0.74951214,0.028362155
unique_words,ragroll,portable air conditioner,3,0.9675584,0.6081176,0.62804794,0.019930363
unique_words,ragroll,noise-canceling headphone,8,0.9436932,0.62482655,0.6107621,-0.014064431
unique_words,ragroll,paint sprayer,1,0.99072134,0.63043594,0.63718474,0.0067487955
unique_words,ragroll,portable air conditioner,6,0.97062796,0.725337,0.75279784,0.027460814
unique_words,ragroll,portable air conditioner,5,0.9665699,0.7053501,0.7316867,0.02633661
unique_words,ragroll,pool cleaner,4,0.9883814,0.6619566,0.6422776,-0.01967901
unique_words,ragroll,noise-canceling headphone,4,0.9888186,0.70519453,0.68594486,-0.019249678
unique_words,ragroll,portable air conditioner,4,0.95298576,0.5672833,0.5867647,0.01948142
unique_words,ragroll,pool cleaner,5,0.9661851,0.6641743,0.63597274,-0.02820158
unique_words,ragroll,portable air conditioner,7,0.9647099,0.6750288,0.6721661,-0.0028626919
unique_words,ragroll,paint sprayer,8,0.976691,0.718979,0.7203251,0.0013461113
unique_words,ragroll,portable air conditioner,2,0.98212993,0.74148285,0.73581254,-0.005670309
unique_words,ragroll,portable air conditioner,8,0.960651,0.7190093,0.71025825,-0.008751035
unique_words,ragroll,portable speaker,3,0.9644967,0.57751167,0.56200325,-0.015508413
unique_words,ragroll,portable speaker,2,0.9806885,0.62404263,0.6174011,-0.006641507
unique_words,ragroll,portable speaker,7,0.9723254,0.56244075,0.56851256,0.006071806
unique_words,ragroll,portable speaker,6,0.96224713,0.6069381,0.60617363,-0.0007644892
unique_words,ragroll,portable speaker,1,0.99115616,0.6748347,0.668832,-0.006002724
unique_words,ragroll,pressure washer,6,0.9944123,0.7449918,0.7374207,-0.007571101
unique_words,ragroll,portable speaker,5,0.96468675,0.603035,0.6134854,0.010450423
unique_words,ragroll,pressure washer,5,0.9700824,0.6471371,0.6698928,0.022755682
unique_words,ragroll,robot vacuum,1,0.9545826,0.7856311,0.7799911,-0.00564003
unique_words,ragroll,pressure washer,3,0.98185664,0.71743435,0.71083426,-0.006600082
unique_words,ragroll,pressure washer,7,0.98910165,0.7063979,0.6986609,-0.007736981
unique_words,ragroll,robot vacuum,2,0.95973253,0.75933003,0.7141404,-0.04518962
unique_words,ragroll,robot vacuum,5,0.97134805,0.7377817,0.73129797,-0.0064837337
unique_words,ragroll,pressure washer,8,0.99447733,0.7235183,0.72228324,-0.0012350678
unique_words,ragroll,robot vacuum,3,0.96830046,0.65884626,0.6622915,0.0034452677
unique_words,ragroll,screw driver,1,0.985456,0.64823234,0.64555013,-0.002682209
unique_words,ragroll,pressure washer,1,0.9958227,0.70544386,0.706207,0.00076311827
unique_words,ragroll,portable speaker,4,0.9935955,0.64165854,0.645049,0.0033904314
unique_words,ragroll,screw driver,2,0.97773504,0.56579196,0.5513464,-0.014445543
unique_words,ragroll,robot vacuum,7,0.9665488,0.6949432,0.702108,0.007164836
unique_words,ragroll,screw driver,4,0.9827596,0.66908216,0.65513015,-0.013952017
unique_words,ragroll,pressure washer,4,0.98487365,0.71631944,0.7306193,0.01429987
unique_words,ragroll,screw driver,5,0.99118,0.673643,0.67894995,0.005306959
unique_words,ragroll,robot vacuum,8,0.980772,0.62683403,0.6356989,0.00886488
unique_words,ragroll,screw driver,6,0.9855309,0.66099924,0.65422803,-0.006771207
unique_words,ragroll,shampoo,2,0.88975215,0.59829795,0.57808816,-0.02020979
unique_words,ragroll,robot vacuum,4,0.9707737,0.6623012,0.65224826,-0.010052919
unique_words,ragroll,robot vacuum,6,0.9845178,0.6170308,0.6241127,0.007081926
unique_words,ragroll,shampoo,4,0.97598886,0.6498161,0.6413989,-0.008417189
unique_words,ragroll,shampoo,1,0.98485786,0.67200613,0.6651169,-0.006889224
unique_words,ragroll,shampoo,5,0.9315381,0.6070847,0.5974337,-0.009651005
unique_words,ragroll,shampoo,7,0.9668318,0.65974975,0.64264834,-0.017101407
unique_words,ragroll,shampoo,8,0.93555886,0.665375,0.6566171,-0.008757889
unique_words,ragroll,screw driver,8,0.9796903,0.6682446,0.64727926,-0.020965338
unique_words,ragroll,skin cleansing brush,4,0.9859183,0.63231504,0.6269598,-0.005355239
unique_words,ragroll,skin cleansing brush,5,0.9729671,0.6375443,0.61837405,-0.019170225
unique_words,ragroll,skin cleansing brush,2,0.9696232,0.6943166,0.7027399,0.008423269
unique_words,ragroll,skin cleansing brush,1,0.9112294,0.7518389,0.73958075,-0.012258172
unique_words,ragroll,skin cleansing brush,8,0.9614698,0.6145414,0.611022,-0.0035194159
unique_words,ragroll,sleeping bag,1,0.98954844,0.7062862,0.70923334,0.0029471517
unique_words,ragroll,sleeping bag,3,0.97814757,0.68110216,0.6813302,0.00022804737
unique_words,ragroll,pressure washer,2,0.97983587,0.6308766,0.62145007,-0.009426534
unique_words,ragroll,skin cleansing brush,7,0.95853066,0.6411141,0.60833883,-0.032775283
unique_words,ragroll,sleeping bag,2,0.9762399,0.6616356,0.664157,0.0025213957
unique_words,ragroll,sleeping bag,6,0.98827,0.6447947,0.6485696,0.0037748814
unique_words,ragroll,sleeping bag,5,0.9676465,0.7048986,0.71261,0.0077114105
unique_words,ragroll,skin cleansing brush,3,0.9547655,0.67445946,0.6456809,-0.028778553
unique_words,ragroll,screw driver,7,0.98094547,0.67004716,0.66016686,-0.009880304
unique_words,ragroll,sleeping bag,7,0.97371876,0.6401576,0.63275373,-0.0074038506
unique_words,ragroll,sleeping bag,8,0.98552054,0.6723159,0.6758521,0.0035362244
unique_words,ragroll,screw driver,3,0.9731096,0.6190325,0.6132754,-0.0057570934
unique_words,ragroll,slow cooker,3,0.9685651,0.6120893,0.61556196,0.0034726858
unique_words,ragroll,shampoo,3,0.96187854,0.6706968,0.6786263,0.007929504
unique_words,ragroll,slow cooker,2,0.9476921,0.6273001,0.5991514,-0.02814871
unique_words,ragroll,slow cooker,5,0.97469836,0.6438873,0.63245016,-0.011437118
unique_words,ragroll,slow cooker,4,0.979834,0.6241864,0.6333183,0.009131908
unique_words,ragroll,sleeping bag,4,0.97796744,0.6943167,0.69486326,0.0005465746
unique_words,ragroll,slow cooker,6,0.9848284,0.6852958,0.69301224,0.0077164173
unique_words,ragroll,smartphone,2,0.9737576,0.59472394,0.59923387,0.004509926
unique_words,ragroll,slow cooker,7,0.9742589,0.68772686,0.67752445,-0.010202408
unique_words,ragroll,skin cleansing brush,6,0.9658245,0.7320878,0.7238755,-0.008212268
unique_words,ragroll,shampoo,6,0.9605628,0.69138074,0.685458,-0.0059227347
unique_words,ragroll,smartphone,3,0.99289906,0.5892302,0.59027624,0.0010460615
unique_words,ragroll,smartphone,4,0.96749455,0.54358137,0.53604376,-0.0075376034
unique_words,ragroll,smartphone,6,0.9459733,0.54918313,0.5565994,0.0074162483
unique_words,ragroll,smartphone,8,0.99330413,0.5921844,0.60811555,0.01593113
unique_words,ragroll,solid state drive,1,0.9617751,0.66296774,0.67435414,0.0113863945
unique_words,ragroll,solid state drive,3,0.9682781,0.66748,0.6682936,0.0008136034
unique_words,ragroll,solid state drive,6,0.9585685,0.6405258,0.65331435,0.012788534
unique_words,ragroll,smartphone,5,0.97288036,0.60981333,0.5993353,-0.01047802
unique_words,ragroll,smartphone,7,0.9349804,0.60778725,0.5998236,-0.007963657
unique_words,ragroll,slow cooker,1,0.9814283,0.58039427,0.5736176,-0.0067766905
unique_words,ragroll,space heater,1,0.9781694,0.6480189,0.64549214,-0.00252676
unique_words,ragroll,solid state drive,8,0.977177,0.6867857,0.66897994,-0.017805755
unique_words,ragroll,space heater,4,0.97687125,0.64298105,0.6328166,-0.01016444
unique_words,ragroll,space heater,2,0.9826405,0.69007635,0.6753519,-0.014724433
