method,dataset,category,target_idx,cos_orig_adv,cos_q_orig,cos_q_adv,query_sim_delta
llm_guidance,ragroll,beard trimmer,7,0.9613842,0.6240494,0.61666226,-0.0073871613
llm_guidance,ragroll,blender,1,0.93910307,0.65362966,0.623342,-0.030287683
llm_guidance,ragroll,blender,2,0.94642806,0.6838887,0.6657586,-0.018130064
llm_guidance,ragroll,blender,3,0.9270979,0.6712358,0.6797011,0.00846529
llm_guidance,ragroll,blender,4,0.9552073,0.66822803,0.66839355,0.0001655221
llm_guidance,ragroll,blender,6,0.95391834,0.63258624,0.6557283,0.02314204
llm_guidance,ragroll,blender,5,0.935158,0.6514977,0.6481637,-0.0033340454
llm_guidance,ragroll,blender,8,0.9585748,0.6677807,0.659119,-0.008661687
llm_guidance,ragroll,blender,7,0.9310923,0.6628685,0.66500807,0.0021395683
llm_guidance,ragroll,coffee maker,2,0.9676926,0.56729907,0.5607493,-0.0065497756
llm_guidance,ragroll,coffee maker,1,0.9380212,0.57504654,0.5578939,-0.017152667
llm_guidance,ragroll,coffee maker,4,0.9502128,0.641318,0.62350625,-0.017811775
llm_guidance,ragroll,coffee maker,3,0.9606722,0.6267079,0.64244705,0.015739143
llm_guidance,ragroll,coffee maker,5,0.95474094,0.61856294,0.62869596,0.010133028
llm_guidance,ragroll,coffee maker,6,0.9516483,0.5746374,0.59515727,0.020519853
llm_guidance,ragroll,coffee maker,7,0.88816714,0.55986995,0.6100155,0.050145566
llm_guidance,ragroll,coffee maker,8,0.95823455,0.6091072,0.6349664,0.025859177
llm_guidance,ragroll,computer monitor,4,0.9458269,0.6539503,0.63326645,-0.020683825
llm_guidance,ragroll,computer monitor,2,0.9514751,0.6467369,0.5898299,-0.056907
llm_guidance,ragroll,computer monitor,1,0.96683943,0.6273913,0.57983893,-0.047552347
llm_guidance,ragroll,computer monitor,3,0.94985867,0.6421044,0.5955385,-0.04656589
llm_guidance,ragroll,computer monitor,5,0.96736836,0.6487788,0.6087637,-0.0400151
llm_guidance,ragroll,computer monitor,6,0.9637326,0.6449985,0.6043349,-0.0406636
llm_guidance,ragroll,computer monitor,8,0.9512421,0.65006405,0.60767245,-0.0423916
llm_guidance,ragroll,computer monitor,7,0.94907606,0.64608175,0.59279025,-0.0532915
llm_guidance,ragroll,computer power supply,1,0.9598311,0.6330754,0.61086607,-0.022209346
llm_guidance,ragroll,computer power supply,2,0.9412812,0.6394489,0.6673771,0.027928233
llm_guidance,ragroll,computer power supply,3,0.9654568,0.6493062,0.6531766,0.0038704276
llm_guidance,ragroll,computer power supply,5,0.966614,0.6105771,0.6192082,0.00863111
llm_guidance,ragroll,computer power supply,7,0.9614801,0.6223881,0.62794745,0.005559325
llm_guidance,ragroll,computer power supply,6,0.95073843,0.6413485,0.6633605,0.022011995
llm_guidance,ragroll,computer power supply,4,0.96285504,0.6298264,0.63277996,0.0029535294
llm_guidance,ragroll,computer power supply,8,0.95260906,0.63410753,0.62879765,-0.00530988
llm_guidance,ragroll,cordless drill,2,0.93986166,0.7125816,0.72515124,0.012569666
llm_guidance,ragroll,cordless drill,1,0.9454292,0.7290989,0.73298705,0.0038881302
llm_guidance,ragroll,cordless drill,3,0.95066595,0.5954867,0.6060523,0.010565579
llm_guidance,ragroll,cordless drill,4,0.95343214,0.6586071,0.63370097,-0.024906158
llm_guidance,ragroll,cordless drill,5,0.9206496,0.6215903,0.6389214,0.017331064
llm_guidance,ragroll,cordless drill,7,0.9624878,0.63912356,0.6179464,-0.021177173
llm_guidance,ragroll,cordless drill,6,0.9609095,0.6818122,0.6689625,-0.012849748
llm_guidance,ragroll,cordless drill,8,0.96939915,0.6863827,0.667768,-0.01861471
llm_guidance,ragroll,curling iron,1,0.964537,0.6553246,0.64400184,-0.011322737
llm_guidance,ragroll,curling iron,2,0.9538143,0.59109706,0.5827267,-0.00837034
llm_guidance,ragroll,curling iron,4,0.9682771,0.68523395,0.67183536,-0.013398588
llm_guidance,ragroll,curling iron,6,0.96662545,0.67865115,0.6516832,-0.026967943
llm_guidance,ragroll,curling iron,7,0.9522234,0.58460766,0.63016355,0.04555589
llm_guidance,ragroll,curling iron,5,0.94740254,0.6814911,0.63096297,-0.05052811
llm_guidance,ragroll,curling iron,3,0.9423082,0.58410025,0.5621221,-0.02197814
llm_guidance,ragroll,curling iron,8,0.96923625,0.68587106,0.6742137,-0.011657357
llm_guidance,ragroll,dishwasher,1,0.9199152,0.692395,0.6906399,-0.0017550588
llm_guidance,ragroll,dishwasher,2,0.9259726,0.68319905,0.68058777,-0.0026112795
llm_guidance,ragroll,dishwasher,3,0.93831605,0.6555459,0.6617363,0.006190419
llm_guidance,ragroll,dishwasher,5,0.93326604,0.6802746,0.68099743,0.0007228255
llm_guidance,ragroll,dishwasher,4,0.8962774,0.65856177,0.6747763,0.01621455
llm_guidance,ragroll,dishwasher,7,0.9548588,0.69761324,0.69797474,0.00036150217
llm_guidance,ragroll,dishwasher,6,0.92555225,0.6913255,0.6861798,-0.005145669
llm_guidance,ragroll,dishwasher,8,0.9598815,0.6908427,0.6887815,-0.0020611882
llm_guidance,ragroll,electric sander,1,0.9648549,0.66359115,0.65534055,-0.008250594
llm_guidance,ragroll,electric sander,3,0.9638313,0.66861,0.68420756,0.015597582
llm_guidance,ragroll,electric sander,2,0.960569,0.70986855,0.69622797,-0.013640583
llm_guidance,ragroll,electric sander,4,0.95187664,0.6824695,0.6845251,0.0020555854
llm_guidance,ragroll,electric sander,5,0.9457348,0.70065963,0.7285813,0.027921677
llm_guidance,ragroll,electric sander,6,0.96752197,0.6958282,0.6958761,4.7922134e-05
llm_guidance,ragroll,electric sander,7,0.95384455,0.73678243,0.7158617,-0.020920753
llm_guidance,ragroll,electric sander,8,0.88350046,0.58140194,0.64974487,0.068342924
llm_guidance,ragroll,electric toothbrush,1,0.9342288,0.65047276,0.6944573,0.043984532
llm_guidance,ragroll,electric toothbrush,2,0.92617285,0.62106466,0.6330391,0.011974454
llm_guidance,ragroll,electric toothbrush,3,0.9543127,0.6262047,0.65393084,0.027726114
llm_guidance,ragroll,electric toothbrush,4,0.9246491,0.6317537,0.6623384,0.030584693
llm_guidance,ragroll,electric toothbrush,5,0.92686665,0.7227255,0.71317446,-0.009551048
llm_guidance,ragroll,electric toothbrush,6,0.92834306,0.60542786,0.68780285,0.08237499
llm_guidance,ragroll,eyeshadow,1,0.9573482,0.6468404,0.6576977,0.010857284
llm_guidance,ragroll,electric toothbrush,8,0.939826,0.6488647,0.7148786,0.06601393
llm_guidance,ragroll,electric toothbrush,7,0.96814084,0.68725824,0.678308,-0.008950233
llm_guidance,ragroll,eyeshadow,2,0.9408471,0.71108866,0.68030703,-0.030781627
llm_guidance,ragroll,eyeshadow,4,0.9703516,0.6246909,0.63161415,0.0069232583
llm_guidance,ragroll,eyeshadow,3,0.9497998,0.6891321,0.69654346,0.0074113607
llm_guidance,ragroll,eyeshadow,5,0.9577001,0.66039383,0.6699772,0.009583354
llm_guidance,ragroll,eyeshadow,6,0.9692097,0.69753814,0.6984738,0.0009356737
llm_guidance,ragroll,eyeshadow,8,0.96226186,0.7105126,0.67836475,-0.032147825
llm_guidance,ragroll,eyeshadow,7,0.96435,0.6336207,0.6471206,0.013499916
llm_guidance,ragroll,fascia gun,1,0.9548485,0.49575862,0.47400936,-0.021749258
llm_guidance,ragroll,fascia gun,2,0.96315217,0.58742535,0.5861633,-0.0012620687
llm_guidance,ragroll,fascia gun,3,0.9448161,0.5348574,0.5551014,0.020244002
llm_guidance,ragroll,fascia gun,4,0.96544206,0.5133953,0.5078911,-0.005504191
llm_guidance,ragroll,fascia gun,5,0.89090705,0.48952293,0.56171316,0.072190225
llm_guidance,ragroll,fascia gun,6,0.91407907,0.5752734,0.5717205,-0.0035529137
llm_guidance,ragroll,fascia gun,8,0.94126236,0.51030725,0.46581927,-0.044487983
llm_guidance,ragroll,fascia gun,7,0.94882715,0.4859961,0.46447176,-0.02152434
llm_guidance,ragroll,hair dryer,2,0.9264911,0.6995248,0.6881593,-0.011365533
llm_guidance,ragroll,hair dryer,1,0.96268266,0.66694987,0.678144,0.01119411
llm_guidance,ragroll,hair dryer,3,0.95381224,0.70023036,0.6867279,-0.013502479
llm_guidance,ragroll,hair dryer,4,0.90508497,0.6300474,0.67316085,0.04311347
llm_guidance,ragroll,hair dryer,5,0.94815713,0.65549624,0.67785025,0.022354007
llm_guidance,ragroll,hair dryer,6,0.96144086,0.67058194,0.67107,0.00048804283
llm_guidance,ragroll,hair dryer,7,0.95762914,0.6467688,0.66866106,0.02189225
llm_guidance,ragroll,hair dryer,8,0.94389147,0.7021565,0.7015626,-0.0005939007
llm_guidance,ragroll,hair straightener,1,0.9608113,0.5576713,0.59800476,0.04033345
llm_guidance,ragroll,hair straightener,2,0.958181,0.5900179,0.59979916,0.009781241
llm_guidance,ragroll,hair straightener,4,0.96425307,0.61628425,0.6112539,-0.005030334
llm_guidance,ragroll,hair straightener,3,0.94585407,0.5371835,0.55933154,0.022148013
llm_guidance,ragroll,hair straightener,5,0.9740295,0.61201125,0.59949,-0.012521267
llm_guidance,ragroll,hair straightener,6,0.9579653,0.5767194,0.62687945,0.05016005
llm_guidance,ragroll,hair straightener,7,0.9464789,0.62387395,0.636582,0.012708068
llm_guidance,ragroll,hair straightener,8,0.96666473,0.58777213,0.6011131,0.01334095
llm_guidance,ragroll,hammock,1,0.97132266,0.6605208,0.635043,-0.025477767
llm_guidance,ragroll,hammock,2,0.94843197,0.6843885,0.66310203,-0.021286488
llm_guidance,ragroll,hammock,3,0.96314895,0.7119051,0.66541165,-0.04649347
llm_guidance,ragroll,hammock,4,0.97017264,0.6802858,0.6417167,-0.038569093
llm_guidance,ragroll,hammock,5,0.9579937,0.65317667,0.6357008,-0.017475843
llm_guidance,ragroll,hammock,6,0.94222516,0.6785831,0.6381694,-0.040413678
llm_guidance,ragroll,hammock,8,0.94900346,0.67052865,0.67848223,0.007953584
llm_guidance,ragroll,hammock,7,0.95878506,0.66196316,0.6486677,-0.013295472
llm_guidance,ragroll,hedge trimmer,1,0.9405275,0.73089945,0.7456334,0.01473397
llm_guidance,ragroll,hedge trimmer,2,0.94846195,0.7037548,0.70963514,0.005880356
llm_guidance,ragroll,hedge trimmer,3,0.94501674,0.6956227,0.7194416,0.02381891
llm_guidance,ragroll,hedge trimmer,4,0.95412403,0.72161365,0.71927005,-0.002343595
llm_guidance,ragroll,hedge trimmer,5,0.9265863,0.7071843,0.76054186,0.05335754
llm_guidance,ragroll,hedge trimmer,6,0.96966517,0.709103,0.69585633,-0.013246655
llm_guidance,ragroll,hedge trimmer,7,0.9487126,0.7479576,0.72336215,-0.02459544
llm_guidance,ragroll,hedge trimmer,8,0.94750386,0.7434536,0.7529461,0.009492457
llm_guidance,ragroll,laptop,1,0.94703746,0.6115911,0.5926505,-0.018940628
llm_guidance,ragroll,laptop,2,0.9542285,0.6035594,0.5668624,-0.03669697
llm_guidance,ragroll,laptop,3,0.9237236,0.560554,0.5589446,-0.0016094446
llm_guidance,ragroll,laptop,4,0.95926595,0.6302517,0.5866019,-0.043649793
llm_guidance,ragroll,laptop,5,0.92914957,0.5785918,0.5506089,-0.02798295
llm_guidance,ragroll,laptop,6,0.93458474,0.6501326,0.6011467,-0.0489859
llm_guidance,ragroll,laptop,7,0.9134311,0.61323094,0.58874565,-0.02448529
llm_guidance,ragroll,laser measure,1,0.9483903,0.74707,0.7095467,-0.03752333
llm_guidance,ragroll,laptop,8,0.9382247,0.5891806,0.56796527,-0.02121532
llm_guidance,ragroll,laser measure,2,0.9543222,0.70117027,0.6845541,-0.016616166
llm_guidance,ragroll,laser measure,3,0.9103563,0.65297663,0.65746546,0.004488826
llm_guidance,ragroll,laser measure,4,0.9790038,0.6842707,0.6599561,-0.024314582
llm_guidance,ragroll,laser measure,5,0.9556395,0.6931317,0.6751114,-0.018020272
llm_guidance,ragroll,laser measure,7,0.94693196,0.72769856,0.70811844,-0.019580126
llm_guidance,ragroll,laser measure,8,0.9361852,0.6377159,0.6308118,-0.0069040656
llm_guidance,ragroll,laser measure,6,0.9363675,0.61390275,0.63893795,0.025035203
llm_guidance,ragroll,lawn mower,1,0.9670407,0.6390457,0.61549675,-0.02354896
llm_guidance,ragroll,lawn mower,2,0.9356173,0.61910224,0.64009106,0.020988822
llm_guidance,ragroll,lawn mower,3,0.959329,0.59221435,0.6330603,0.04084593
llm_guidance,ragroll,lawn mower,4,0.95739776,0.6416479,0.6346288,-0.0070191026
llm_guidance,ragroll,lawn mower,5,0.9406442,0.6013783,0.6078203,0.006441951
llm_guidance,ragroll,lawn mower,6,0.96727675,0.606328,0.5708837,-0.03544432
llm_guidance,ragroll,lawn mower,7,0.8775084,0.57511395,0.667125,0.092011034
llm_guidance,ragroll,lawn mower,8,0.960602,0.63985264,0.6453727,0.0055200458
llm_guidance,ragroll,leaf blower,1,0.914557,0.59887534,0.640293,0.04141766
llm_guidance,ragroll,leaf blower,2,0.90957534,0.6552957,0.694657,0.039361298
llm_guidance,ragroll,leaf blower,3,0.9495841,0.5872972,0.6053581,0.018060923
llm_guidance,ragroll,leaf blower,4,0.95118123,0.6450801,0.67800814,0.03292805
llm_guidance,ragroll,leaf blower,5,0.9415934,0.6263319,0.632917,0.0065850616
llm_guidance,ragroll,leaf blower,7,0.95869744,0.5994524,0.601053,0.0016006231
llm_guidance,ragroll,leaf blower,6,0.9327297,0.6505778,0.6811806,0.030602813
llm_guidance,ragroll,leaf blower,8,0.91212827,0.6136646,0.64151955,0.02785492
llm_guidance,ragroll,lipstick,1,0.9603523,0.6752459,0.67279243,-0.0024534464
llm_guidance,ragroll,lipstick,3,0.9394653,0.66139567,0.678602,0.017206311
llm_guidance,ragroll,lipstick,2,0.9508318,0.65137887,0.6074342,-0.043944657
llm_guidance,ragroll,lipstick,4,0.9587033,0.7013072,0.67973304,-0.02157414
llm_guidance,ragroll,lipstick,5,0.97425634,0.68377125,0.66188645,-0.021884799
llm_guidance,ragroll,lipstick,6,0.95514673,0.72121364,0.68677497,-0.03443867
llm_guidance,ragroll,lipstick,7,0.95346093,0.6413502,0.6775632,0.03621298
llm_guidance,ragroll,lipstick,8,0.9384781,0.5732374,0.67203736,0.098799944
llm_guidance,ragroll,microwave oven,1,0.9549691,0.6871742,0.66244555,-0.024728656
llm_guidance,ragroll,microwave oven,2,0.97209364,0.65274596,0.64796054,-0.0047854185
llm_guidance,ragroll,microwave oven,3,0.87520874,0.677865,0.71179396,0.03392893
llm_guidance,ragroll,microwave oven,4,0.9693749,0.68618244,0.6729718,-0.013210654
llm_guidance,ragroll,microwave oven,6,0.9472728,0.6729803,0.65281355,-0.020166755
llm_guidance,ragroll,microwave oven,5,0.8890283,0.6441396,0.705002,0.060862422
llm_guidance,ragroll,microwave oven,7,0.9589927,0.6292525,0.6362302,0.0069776773
llm_guidance,ragroll,microwave oven,8,0.9309085,0.6626784,0.6408117,-0.021866739
llm_guidance,ragroll,network attached storage,2,0.945973,0.6002155,0.59748673,-0.0027287602
llm_guidance,ragroll,network attached storage,1,0.95824265,0.63547426,0.6056961,-0.029778183
llm_guidance,ragroll,network attached storage,3,0.945896,0.6195834,0.6154241,-0.0041593313
llm_guidance,ragroll,network attached storage,4,0.94448996,0.6496625,0.6476623,-0.0020002127
llm_guidance,ragroll,network attached storage,6,0.956195,0.62184906,0.6113981,-0.010450959
llm_guidance,ragroll,network attached storage,5,0.94970423,0.6425632,0.61195207,-0.030611157
llm_guidance,ragroll,network attached storage,7,0.9269142,0.6555309,0.6323401,-0.023190856
llm_guidance,ragroll,network attached storage,8,0.96044636,0.58571744,0.58904433,0.0033268929
llm_guidance,ragroll,noise-canceling headphone,2,0.9482273,0.6020552,0.5988419,-0.0032132864
llm_guidance,ragroll,noise-canceling headphone,1,0.9583869,0.6061872,0.6318314,0.025644183
llm_guidance,ragroll,noise-canceling headphone,3,0.93668246,0.55676484,0.57654524,0.019780397
llm_guidance,ragroll,noise-canceling headphone,4,0.95641,0.70519453,0.6808641,-0.024330437
llm_guidance,ragroll,noise-canceling headphone,5,0.92515993,0.5512693,0.6009397,0.0496704
llm_guidance,ragroll,noise-canceling headphone,6,0.95881474,0.64264727,0.6299302,-0.012717068
llm_guidance,ragroll,noise-canceling headphone,7,0.9397284,0.6601461,0.6663171,0.006170988
llm_guidance,ragroll,noise-canceling headphone,8,0.9196952,0.62482655,0.6722641,0.04743755
llm_guidance,ragroll,paint sprayer,1,0.9540905,0.63043594,0.6264291,-0.0040068626
llm_guidance,ragroll,paint sprayer,2,0.96877575,0.5790401,0.57112324,-0.007916868
llm_guidance,ragroll,paint sprayer,4,0.9462023,0.6182358,0.61079323,-0.0074425936
llm_guidance,ragroll,paint sprayer,3,0.96101254,0.63821083,0.6032201,-0.034990728
llm_guidance,ragroll,paint sprayer,6,0.9499524,0.64945894,0.6648903,0.0154313445
llm_guidance,ragroll,paint sprayer,7,0.9499749,0.57496846,0.6426836,0.06771517
llm_guidance,ragroll,paint sprayer,5,0.959677,0.50147593,0.5119779,0.010501981
llm_guidance,ragroll,paint sprayer,8,0.9732815,0.7189791,0.7130932,-0.005885899
llm_guidance,ragroll,pool cleaner,2,0.9636164,0.64982235,0.6674884,0.017666042
llm_guidance,ragroll,pool cleaner,4,0.95479536,0.6619566,0.6451875,-0.016769111
llm_guidance,ragroll,pool cleaner,1,0.9542479,0.65770245,0.65595496,-0.001747489
llm_guidance,ragroll,pool cleaner,3,0.9491295,0.64587724,0.6566367,0.010759473
llm_guidance,ragroll,pool cleaner,5,0.93175584,0.6641743,0.6627256,-0.0014486909
llm_guidance,ragroll,pool cleaner,6,0.949042,0.6958579,0.6700245,-0.025833368
llm_guidance,ragroll,pool cleaner,7,0.94464415,0.52279955,0.53399223,0.011192679
llm_guidance,ragroll,portable air conditioner,1,0.9415388,0.72115,0.7438703,0.022720337
llm_guidance,ragroll,portable air conditioner,3,0.95435596,0.6081176,0.603759,-0.0043585896
llm_guidance,ragroll,pool cleaner,8,0.94894373,0.62835014,0.6248282,-0.0035219193
llm_guidance,ragroll,portable air conditioner,2,0.9541822,0.74148285,0.7122684,-0.029214442
llm_guidance,ragroll,portable air conditioner,5,0.95154494,0.7053501,0.7181099,0.012759805
llm_guidance,ragroll,portable air conditioner,4,0.9369221,0.5672833,0.5592007,-0.008082569
llm_guidance,ragroll,portable air conditioner,6,0.9521292,0.725337,0.7267221,0.0013850927
llm_guidance,ragroll,portable air conditioner,8,0.95668834,0.7190093,0.69906825,-0.019941032
llm_guidance,ragroll,portable air conditioner,7,0.9507601,0.6750288,0.6564781,-0.018550694
llm_guidance,ragroll,portable speaker,2,0.9428694,0.62404263,0.63789064,0.013848007
llm_guidance,ragroll,portable speaker,1,0.9527471,0.6748347,0.6591662,-0.015668511
llm_guidance,ragroll,portable speaker,4,0.97560954,0.64165854,0.6399183,-0.0017402172
llm_guidance,ragroll,portable speaker,3,0.92066205,0.57751167,0.64197457,0.0644629
llm_guidance,ragroll,portable speaker,5,0.9291194,0.603035,0.61678284,0.013747871
llm_guidance,ragroll,portable speaker,6,0.9230378,0.6069381,0.6542729,0.04733479
llm_guidance,ragroll,portable speaker,7,0.94843745,0.56244075,0.5759398,0.0134990215
llm_guidance,ragroll,pressure washer,1,0.96009606,0.70544386,0.7117108,0.0062669516
llm_guidance,ragroll,pressure washer,2,0.97448725,0.6308766,0.6231711,-0.0077055097
llm_guidance,ragroll,pressure washer,4,0.95265824,0.71631944,0.7295343,0.013214886
llm_guidance,ragroll,pressure washer,3,0.9613655,0.71743435,0.7184142,0.0009798408
llm_guidance,ragroll,pressure washer,5,0.91671824,0.6471371,0.70684713,0.059710026
llm_guidance,ragroll,pressure washer,6,0.96349597,0.7449918,0.72577965,-0.019212127
llm_guidance,ragroll,pressure washer,7,0.937017,0.7063979,0.7075931,0.0011951923
llm_guidance,ragroll,robot vacuum,1,0.97010255,0.7856312,0.756462,-0.029169202
llm_guidance,ragroll,robot vacuum,2,0.9549335,0.75933003,0.7531035,-0.0062265396
llm_guidance,ragroll,pressure washer,8,0.9578225,0.7235183,0.70934,-0.014178336
llm_guidance,ragroll,robot vacuum,3,0.9696165,0.6588463,0.6272094,-0.031636894
llm_guidance,ragroll,robot vacuum,4,0.90858424,0.6623012,0.72497255,0.06267136
llm_guidance,ragroll,robot vacuum,5,0.9505983,0.73778176,0.7166276,-0.021154165
llm_guidance,ragroll,robot vacuum,6,0.92813873,0.61703086,0.68633676,0.0693059
llm_guidance,ragroll,robot vacuum,7,0.9489927,0.6949432,0.7103985,0.015455306
llm_guidance,ragroll,screw driver,2,0.97386694,0.56579196,0.56642866,0.0006366968
llm_guidance,ragroll,screw driver,1,0.9622048,0.64823234,0.6263963,-0.021836042
llm_guidance,ragroll,robot vacuum,8,0.960623,0.62683403,0.6247946,-0.0020394325
llm_guidance,ragroll,screw driver,3,0.97351915,0.6190325,0.59356546,-0.025467038
llm_guidance,ragroll,screw driver,5,0.9718543,0.67364305,0.65155375,-0.022089303
llm_guidance,ragroll,screw driver,4,0.9586084,0.66908216,0.6383714,-0.030710757
llm_guidance,ragroll,screw driver,7,0.95211786,0.67004716,0.6468964,-0.023150742
llm_guidance,ragroll,screw driver,6,0.95873255,0.6609993,0.63392204,-0.027077258
llm_guidance,ragroll,screw driver,8,0.9584814,0.6682446,0.6643548,-0.0038897991
llm_guidance,ragroll,shampoo,1,0.9676064,0.67200613,0.6694108,-0.0025953054
llm_guidance,ragroll,shampoo,2,0.93651766,0.59829795,0.56779504,-0.030502915
llm_guidance,ragroll,shampoo,3,0.9733884,0.6706968,0.6665946,-0.0041021705
llm_guidance,ragroll,shampoo,4,0.9611952,0.6498161,0.6322346,-0.017581522
llm_guidance,ragroll,shampoo,5,0.95783985,0.6070847,0.59840834,-0.00867635
llm_guidance,ragroll,shampoo,6,0.9541055,0.69138074,0.67304856,-0.018332183
llm_guidance,ragroll,shampoo,7,0.96293783,0.65974975,0.6577394,-0.0020103455
llm_guidance,ragroll,skin cleansing brush,1,0.9447259,0.7518389,0.7452697,-0.0065692067
llm_guidance,ragroll,skin cleansing brush,2,0.9551581,0.6943166,0.68701345,-0.0073031783
llm_guidance,ragroll,shampoo,8,0.9476726,0.665375,0.660679,-0.0046960115
llm_guidance,ragroll,skin cleansing brush,3,0.94736266,0.67445946,0.6503327,-0.024126768
llm_guidance,ragroll,skin cleansing brush,4,0.9739147,0.63231504,0.63858867,0.0062736273
llm_guidance,ragroll,skin cleansing brush,5,0.9600757,0.6375443,0.63409394,-0.003450334
llm_guidance,ragroll,skin cleansing brush,6,0.95217764,0.7320878,0.73012686,-0.0019609332
llm_guidance,ragroll,skin cleansing brush,7,0.95684826,0.6411141,0.63849425,-0.0026198626
llm_guidance,ragroll,sleeping bag,1,0.9706823,0.7062862,0.68465316,-0.021633029
llm_guidance,ragroll,sleeping bag,2,0.9664239,0.6616356,0.6562579,-0.0053776503
llm_guidance,ragroll,skin cleansing brush,8,0.9346269,0.61454135,0.5955936,-0.01894778
llm_guidance,ragroll,sleeping bag,3,0.96292335,0.68110216,0.6482674,-0.03283477
llm_guidance,ragroll,sleeping bag,6,0.9571582,0.6447947,0.6398696,-0.004925132
llm_guidance,ragroll,sleeping bag,7,0.9408413,0.6401576,0.6319044,-0.008253157
llm_guidance,ragroll,sleeping bag,5,0.9586999,0.7048986,0.7041979,-0.0007007122
llm_guidance,ragroll,sleeping bag,4,0.93281835,0.6943167,0.6901883,-0.0041283965
llm_guidance,ragroll,sleeping bag,8,0.9557231,0.6723159,0.68035436,0.008038461
llm_guidance,ragroll,slow cooker,3,0.9382963,0.6120893,0.64542717,0.03333789
llm_guidance,ragroll,slow cooker,1,0.95995677,0.58039427,0.58229196,0.0018976927
llm_guidance,ragroll,slow cooker,4,0.9406409,0.6241864,0.61032534,-0.01386106
llm_guidance,ragroll,slow cooker,2,0.9483508,0.6273001,0.58139473,-0.04590535
llm_guidance,ragroll,slow cooker,5,0.93528634,0.6438873,0.6227714,-0.0211159
llm_guidance,ragroll,slow cooker,7,0.9360969,0.68772686,0.7032677,0.015540838
llm_guidance,ragroll,slow cooker,6,0.93494254,0.6852958,0.6959113,0.010615468
