method,dataset,category,target_idx,cos_orig_adv,cos_q_orig,cos_q_adv,query_sim_delta
stealthrank,ragroll,hedge trimmer,6,0.9633601,0.709103,0.7292212,0.020118237
stealthrank,ragroll,hedge trimmer,7,0.9528851,0.7479576,0.76335716,0.015399575
stealthrank,ragroll,hedge trimmer,8,0.96715665,0.7434536,0.7733108,0.029857159
stealthrank,ragroll,laptop,1,0.9885789,0.6115911,0.58878326,-0.022807837
stealthrank,ragroll,laptop,2,0.9796643,0.6035594,0.6063484,0.0027890205
stealthrank,ragroll,laptop,3,0.9870987,0.5605541,0.56382424,0.0032701492
stealthrank,ragroll,laptop,4,0.9856083,0.6302517,0.63259286,0.0023411512
stealthrank,ragroll,laptop,5,0.9754541,0.5785918,0.56512606,-0.013465762
stealthrank,ragroll,laptop,6,0.9826537,0.6501326,0.6288781,-0.02125448
stealthrank,ragroll,laptop,7,0.9345638,0.61323094,0.6108947,-0.0023362637
stealthrank,ragroll,laptop,8,0.9856335,0.5891806,0.6057503,0.016569734
stealthrank,ragroll,laser measure,1,0.9836962,0.74707,0.72983956,-0.017230451
stealthrank,ragroll,laser measure,2,0.98453766,0.70117027,0.7033404,0.0021701455
stealthrank,ragroll,laser measure,3,0.98033726,0.65297663,0.66611785,0.013141215
stealthrank,ragroll,laser measure,4,0.98505294,0.6842707,0.7095422,0.025271535
stealthrank,ragroll,laser measure,5,0.96739787,0.6931317,0.69919264,0.006060958
stealthrank,ragroll,laser measure,6,0.9892224,0.61390275,0.6148099,0.0009071231
stealthrank,ragroll,laser measure,7,0.9846681,0.72769856,0.7283405,0.000641942
stealthrank,ragroll,laser measure,8,0.9826351,0.6377159,0.6508025,0.013086617
stealthrank,ragroll,lawn mower,1,0.98929346,0.6390457,0.6239641,-0.015081644
stealthrank,ragroll,lawn mower,2,0.9603279,0.61910224,0.60412955,-0.014972687
stealthrank,ragroll,lawn mower,3,0.9744636,0.59221435,0.59807634,0.0058619976
stealthrank,ragroll,lawn mower,4,0.9800075,0.6416479,0.64415705,0.0025091767
stealthrank,ragroll,lawn mower,5,0.9843446,0.6013783,0.61828643,0.01690811
stealthrank,ragroll,lawn mower,6,0.967924,0.606328,0.5810634,-0.02526462
stealthrank,ragroll,lawn mower,7,0.9825097,0.57511395,0.5750646,-4.9352646e-05
stealthrank,ragroll,lawn mower,8,0.9602728,0.63985264,0.68607605,0.046223402
stealthrank,ragroll,leaf blower,1,0.976488,0.59887534,0.60860515,0.009729803
stealthrank,ragroll,leaf blower,2,0.9846293,0.6552957,0.64579535,-0.009500384
stealthrank,ragroll,leaf blower,3,0.9770132,0.5872972,0.59056807,0.0032708645
stealthrank,ragroll,leaf blower,4,0.976163,0.6450801,0.6537839,0.008703828
stealthrank,ragroll,leaf blower,5,0.9709983,0.6263319,0.6327859,0.006453991
stealthrank,ragroll,leaf blower,6,0.9777388,0.65057766,0.6690696,0.018491924
stealthrank,ragroll,leaf blower,7,0.9826669,0.5994524,0.62250805,0.023055673
stealthrank,ragroll,leaf blower,8,0.99010855,0.6136646,0.6249596,0.011294961
stealthrank,ragroll,lipstick,1,0.95211375,0.6752459,0.66538644,-0.009859443
stealthrank,ragroll,lipstick,2,0.98469675,0.65137887,0.6766413,0.025262415
stealthrank,ragroll,lipstick,3,0.9648049,0.66139567,0.6662656,0.004869938
stealthrank,ragroll,lipstick,4,0.97471845,0.7013072,0.6780596,-0.0232476
stealthrank,ragroll,lipstick,5,0.9936261,0.68377125,0.6612358,-0.022535443
stealthrank,ragroll,lipstick,6,0.9784426,0.72121364,0.69756603,-0.023647606
stealthrank,ragroll,lipstick,7,0.97512543,0.6413502,0.6395403,-0.001809895
stealthrank,ragroll,lipstick,8,0.99320054,0.5732374,0.5687353,-0.0045021176
stealthrank,ragroll,microwave oven,1,0.990365,0.6871742,0.67518276,-0.011991441
stealthrank,ragroll,microwave oven,2,0.985358,0.65274596,0.6609904,0.008244455
stealthrank,ragroll,microwave oven,3,0.9794815,0.677865,0.6842984,0.0064333677
stealthrank,ragroll,microwave oven,4,0.98060596,0.68618244,0.65499055,-0.031191885
stealthrank,ragroll,microwave oven,5,0.9662446,0.6441396,0.7048563,0.06071669
stealthrank,ragroll,microwave oven,6,0.9863478,0.6729803,0.6578045,-0.015175819
stealthrank,ragroll,microwave oven,7,0.9795971,0.6292525,0.61519504,-0.014057457
stealthrank,ragroll,microwave oven,8,0.96051586,0.6626784,0.66057134,-0.0021070838
stealthrank,ragroll,network attached storage,1,0.98843366,0.63547426,0.62300146,-0.012472808
stealthrank,ragroll,network attached storage,2,0.9924252,0.6002155,0.6083574,0.008141935
stealthrank,ragroll,network attached storage,3,0.9876859,0.6195835,0.604094,-0.015489459
stealthrank,ragroll,network attached storage,4,0.97698975,0.6496625,0.6431638,-0.0064986944
stealthrank,ragroll,network attached storage,5,0.9877167,0.6425632,0.6289926,-0.013570607
stealthrank,ragroll,network attached storage,6,0.9832726,0.62184906,0.59641063,-0.025438428
stealthrank,ragroll,network attached storage,7,0.9898859,0.6555309,0.64315563,-0.012375295
stealthrank,ragroll,network attached storage,8,0.98479456,0.58571744,0.6032896,0.017572165
stealthrank,ragroll,noise-canceling headphone,1,0.9882989,0.6061872,0.6018264,-0.004360795
stealthrank,ragroll,noise-canceling headphone,2,0.9863773,0.6020552,0.610098,0.008042812
stealthrank,ragroll,noise-canceling headphone,3,0.9747611,0.55676484,0.5735928,0.016827941
stealthrank,ragroll,noise-canceling headphone,4,0.9920781,0.70519453,0.69101447,-0.014180064
stealthrank,ragroll,noise-canceling headphone,5,0.9472527,0.5512693,0.59027326,0.03900397
stealthrank,ragroll,noise-canceling headphone,6,0.9729279,0.64264727,0.6362424,-0.0064048767
stealthrank,ragroll,noise-canceling headphone,7,0.9682466,0.6601461,0.6682966,0.008150458
stealthrank,ragroll,noise-canceling headphone,8,0.9761335,0.62482655,0.6417292,0.016902626
stealthrank,ragroll,paint sprayer,1,0.9868507,0.63043594,0.6347251,0.0042891502
stealthrank,ragroll,paint sprayer,2,0.9871786,0.57904005,0.600901,0.021860957
stealthrank,ragroll,paint sprayer,3,0.9859996,0.63821083,0.61455935,-0.02365148
stealthrank,ragroll,paint sprayer,4,0.9841907,0.6182358,0.63368785,0.015452027
stealthrank,ragroll,paint sprayer,5,0.98779225,0.50147593,0.51718557,0.015709639
stealthrank,ragroll,paint sprayer,6,0.9836078,0.64945894,0.6642732,0.014814258
stealthrank,ragroll,paint sprayer,7,0.96736825,0.57496846,0.6356697,0.06070125
stealthrank,ragroll,paint sprayer,8,0.9848324,0.7189791,0.729323,0.010343909
stealthrank,ragroll,pool cleaner,1,0.9744206,0.65770245,0.6433186,-0.0143838525
stealthrank,ragroll,pool cleaner,2,0.9872112,0.64982235,0.65967065,0.009848297
stealthrank,ragroll,pool cleaner,3,0.9897388,0.64587724,0.6492198,0.0033425689
stealthrank,ragroll,pool cleaner,4,0.98624194,0.6619566,0.66323835,0.0012817383
stealthrank,ragroll,pool cleaner,5,0.9905951,0.6641743,0.6545578,-0.009616494
stealthrank,ragroll,pool cleaner,6,0.9706309,0.6958579,0.6944516,-0.001406312
stealthrank,ragroll,pool cleaner,7,0.98307073,0.52279955,0.544614,0.021814466
stealthrank,ragroll,pool cleaner,8,0.97448707,0.62835014,0.6416179,0.0132677555
stealthrank,ragroll,portable air conditioner,1,0.9713776,0.72115,0.71358836,-0.007561624
stealthrank,ragroll,portable air conditioner,2,0.97122645,0.74148285,0.73883396,-0.00264889
stealthrank,ragroll,portable air conditioner,3,0.9857732,0.6081176,0.6004293,-0.007688284
stealthrank,ragroll,portable air conditioner,4,0.9873303,0.5672833,0.57029724,0.0030139685
stealthrank,ragroll,portable air conditioner,5,0.97836566,0.7053501,0.6831951,-0.022154987
stealthrank,ragroll,portable air conditioner,6,0.96634877,0.725337,0.73201114,0.006674111
stealthrank,ragroll,portable air conditioner,7,0.9886447,0.6750288,0.6447556,-0.0302732
stealthrank,ragroll,portable air conditioner,8,0.9644185,0.7190093,0.7074732,-0.011536062
stealthrank,ragroll,portable speaker,1,0.9869912,0.6748347,0.67226124,-0.0025734901
stealthrank,ragroll,portable speaker,2,0.9808965,0.62404263,0.6464075,0.022364855
stealthrank,ragroll,portable speaker,3,0.97446084,0.57751167,0.5970255,0.019513845
stealthrank,ragroll,portable speaker,4,0.9817232,0.64165854,0.6277452,-0.013913333
stealthrank,ragroll,portable speaker,5,0.97850275,0.603035,0.6432352,0.040200233
stealthrank,ragroll,portable speaker,6,0.9660568,0.6069381,0.6400986,0.033160448
stealthrank,ragroll,portable speaker,7,0.98028547,0.56244075,0.6043894,0.041948676
stealthrank,ragroll,pressure washer,1,0.99295855,0.70544386,0.70677096,0.0013270974
stealthrank,ragroll,pressure washer,2,0.9933553,0.6308766,0.61671793,-0.014158666
stealthrank,ragroll,pressure washer,3,0.9858407,0.71743435,0.7169734,-0.00046092272
stealthrank,ragroll,pressure washer,4,0.9739884,0.71631944,0.72109854,0.0047791004
stealthrank,ragroll,pressure washer,5,0.9779607,0.6471371,0.6457897,-0.0013474226
stealthrank,ragroll,pressure washer,6,0.9764823,0.7449918,0.7200618,-0.02493
stealthrank,ragroll,pressure washer,7,0.9850177,0.7063979,0.70626175,-0.00013613701
stealthrank,ragroll,pressure washer,8,0.9874978,0.7235183,0.7378434,0.014325082
stealthrank,ragroll,robot vacuum,1,0.97816193,0.7856312,0.7822145,-0.0034166574
stealthrank,ragroll,robot vacuum,2,0.98091316,0.75933003,0.7745458,0.0152157545
stealthrank,ragroll,robot vacuum,3,0.99396867,0.6588463,0.6555519,-0.0032944083
stealthrank,ragroll,robot vacuum,4,0.9560369,0.6623012,0.65048385,-0.011817336
stealthrank,ragroll,robot vacuum,5,0.98172325,0.73778176,0.74328554,0.0055037737
stealthrank,ragroll,robot vacuum,6,0.98589826,0.61703086,0.62875724,0.011726379
stealthrank,ragroll,robot vacuum,7,0.97758114,0.6949432,0.7229105,0.027967334
stealthrank,ragroll,robot vacuum,8,0.9698707,0.62683403,0.61856747,-0.008266568
stealthrank,ragroll,screw driver,1,0.991124,0.64823234,0.6555495,0.0073171854
stealthrank,ragroll,screw driver,2,0.9890026,0.56579196,0.5645901,-0.001201868
stealthrank,ragroll,screw driver,3,0.9623007,0.6190325,0.6259422,0.0069096684
stealthrank,ragroll,screw driver,4,0.9824425,0.66908216,0.65237445,-0.016707718
stealthrank,ragroll,screw driver,5,0.93928754,0.673643,0.7161237,0.042480707
stealthrank,ragroll,screw driver,6,0.98327446,0.66099924,0.6667588,0.005759537
stealthrank,ragroll,screw driver,7,0.94797224,0.67004716,0.6640134,-0.006033778
stealthrank,ragroll,screw driver,8,0.98571396,0.6682446,0.65370435,-0.014540255
stealthrank,ragroll,shampoo,1,0.9923251,0.67200613,0.66509557,-0.0069105625
stealthrank,ragroll,shampoo,2,0.919191,0.59829795,0.60828394,0.009985983
stealthrank,ragroll,shampoo,3,0.9772562,0.6706968,0.68322754,0.012530744
stealthrank,ragroll,shampoo,4,0.9897786,0.6498161,0.6364473,-0.013368785
stealthrank,ragroll,shampoo,5,0.9604764,0.6070847,0.6398312,0.032746494
stealthrank,ragroll,shampoo,6,0.987885,0.69138074,0.69084805,-0.0005326867
stealthrank,ragroll,shampoo,7,0.9818876,0.65974975,0.66373426,0.003984511
stealthrank,ragroll,shampoo,8,0.9708625,0.665375,0.6582021,-0.0071728826
stealthrank,ragroll,skin cleansing brush,1,0.9580745,0.7518389,0.75481987,0.0029809475
stealthrank,ragroll,skin cleansing brush,2,0.9673263,0.6943166,0.6967108,0.0023941994
stealthrank,ragroll,skin cleansing brush,3,0.9806987,0.67445946,0.7036234,0.029163957
stealthrank,ragroll,skin cleansing brush,4,0.9845718,0.63231504,0.64029765,0.007982612
stealthrank,ragroll,skin cleansing brush,5,0.9774891,0.6375443,0.6138896,-0.0236547
stealthrank,ragroll,skin cleansing brush,6,0.9798079,0.7320878,0.7431167,0.011028886
stealthrank,ragroll,skin cleansing brush,7,0.9628264,0.6411141,0.6511835,0.01006937
stealthrank,ragroll,skin cleansing brush,8,0.94731176,0.61454135,0.6190952,0.0045538545
stealthrank,ragroll,sleeping bag,1,0.9819885,0.7062862,0.6887164,-0.01756978
stealthrank,ragroll,sleeping bag,2,0.98427737,0.6616356,0.6798839,0.01824832
stealthrank,ragroll,sleeping bag,3,0.97674745,0.68110216,0.6646772,-0.016424954
stealthrank,ragroll,sleeping bag,4,0.9747655,0.6943167,0.6919229,-0.0023937821
stealthrank,ragroll,sleeping bag,5,0.95580506,0.7048986,0.7024001,-0.0024985075
stealthrank,ragroll,sleeping bag,6,0.9509677,0.6447947,0.710662,0.065867305
stealthrank,ragroll,sleeping bag,7,0.97351027,0.6401576,0.6545614,0.01440382
stealthrank,ragroll,sleeping bag,8,0.975542,0.6723159,0.6841766,0.011860728
stealthrank,ragroll,slow cooker,1,0.9840267,0.58039427,0.60718024,0.02678597
stealthrank,ragroll,slow cooker,2,0.9759843,0.6273001,0.60165894,-0.025641143
stealthrank,ragroll,slow cooker,3,0.98090315,0.6120893,0.6007658,-0.011323452
stealthrank,ragroll,slow cooker,4,0.9756181,0.6241864,0.6213594,-0.0028269887
stealthrank,ragroll,slow cooker,5,0.975533,0.6438873,0.65751135,0.013624072
stealthrank,ragroll,slow cooker,6,0.9750203,0.6852958,0.70790416,0.02260834
stealthrank,ragroll,slow cooker,7,0.9656056,0.68772686,0.6880069,0.00028002262
stealthrank,ragroll,slow cooker,8,0.975842,0.6949738,0.6965829,0.001609087
stealthrank,ragroll,smartphone,1,0.95266896,0.6608586,0.6858047,0.024946153
stealthrank,ragroll,smartphone,2,0.9325111,0.59472394,0.657008,0.062284052
stealthrank,ragroll,smartphone,3,0.98717755,0.5892302,0.56859154,-0.020638645
stealthrank,ragroll,smartphone,4,0.9495326,0.54358137,0.553131,0.009549618
stealthrank,ragroll,smartphone,5,0.97635806,0.60981333,0.6104713,0.0006579757
stealthrank,ragroll,smartphone,6,0.9706756,0.54918313,0.5684361,0.019252956
